country_name,country_code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
Bhutan,BTN,223288,228918,234706,240778,247325,254464,262244,270622,279515,288774,298301,308053,318045,328312,338943,349982,361455,373324,385384,397390,409172,420380,431050,441847,453720,467178,482952,500437,517273,530257,537280,537284,531525,523117,516503,514877,519282,528754,542155,557543,573416,589600,606399,623434,640282,656639,672228,686958,700950,714458,727641,740510,752967,764961,776448,787386,797765,807610,817054,826229,835245,844152,852909,861502,869835,877866,885608,893058,900219,907107,913697,920013,926035,931797,937288,942541,947543,952313,956838,961150,965239,969113,972767,976219,979449,982468,985267,987846,990201,992324,994203,995848,997251,998393,999275,999896,1000243,1000328,1000154,999700,998991,998022,996800,995320,993604,991645,989456,987042,984420,981620,978656,975519,972237,968825,965284,961627,957871,954014,950080,946068,942000,937886,933721,929523,925295,921051,916790,912517,908232,903962,899686,895427,891155,886911,882677,878472,874276,870106,865966,861845,857736
Bolivia,BOL,3693449,3764813,3838097,3913395,3990857,4070590,4152668,4237125,4324064,4413590,4505778,4600591,4698083,4798509,4902168,5009257,5119833,5233677,5350322,5469123,5589575,5711599,5835182,5959960,6085496,6211550,6337893,6464732,6592787,6723046,6856244,6992521,7131707,7273825,7418861,7566714,7717443,7870855,8026254,8182712,8339512,8496375,8653345,8810420,8967741,9125409,9283334,9441444,9599855,9758748,9918242,10078343,10239004,10400264,10562159,10724705,10887882,11051600,11215674,11379861,11543982,11707900,11871548,12034817,12197607,12359800,12521289,12681951,12841692,13000430,13158072,13314514,13469646,13623258,13775145,13925118,14073053,14218881,14362574,14504068,14643343,14780322,14914944,15047177,15177004,15304402,15429333,15551747,15671597,15788850,15903460,16015391,16124589,16231016,16334630,16435396,16533279,16628238,16720182,16809022,16894692,16977149,17056386,17132392,17205154,17274698,17341012,17404099,17463988,17520730,17574360,17624902,17672396,17716871,17758362,17796923,17832589,17865393,17895413,17922708,17947326,17969330,17988758,18005659,18020052,18031991,18041528,18048694,18053535,18056079,18056386,18054478,18050419,18044240,18036020,18025788,18013601,17999513,17983572,17965819,17946304
Bosnia and Herzegovina,BIH,3225668,3288602,3353226,3417574,3478995,3535640,3586634,3632669,3675452,3717466,3760527,3805285,3851151,3897255,3942223,3985103,4025265,4063191,4100350,4138819,4179855,4222511,4265310,4308106,4350746,4392130,4435504,4478519,4508056,4506653,4463422,4371603,4239154,4087999,3948816,3843712,3780378,3752431,3750485,3759118,3766706,3771284,3775807,3779247,3781287,3781530,3779468,3774000,3763599,3746561,3722084,3688865,3648200,3604999,3566002,3535961,3516816,3507017,3503554,3501774,3498210,3492068,3484272,3475209,3465710,3456355,3447047,3437330,3427113,3416294,3404781,3392547,3379602,3365918,3351518,3336402,3320576,3304067,3286939,3269285,3251170,3232655,3213757,3194583,3175210,3155712,3136147,3116537,3096969,3077486,3058143,3038972,3019986,3001179,2982526,2964034,2945690,2927489,2909373,2891286,2873153,2854980,2836747,2818429,2800032,2781521,2762912,2744200,2725398,2706525,2687595,2668631,2649643,2630669,2611762,2592972,2574311,2555816,2537504,2519414,2501573,2484000,2466720,2449754,2433111,2416819,2400877,2385303,2370123,2355324,2340932,2326936,2313346,2300140,2287297,2274815,2262666,2250836,2239301,2228038,2217029
Botswana,BWA,524552,537249,550840,565353,580799,597190,614613,633154,652843,673640,695597,718639,742835,768512,796095,825840,857855,891926,927585,964166,1001158,1038397,1075889,1113539,1151292,1189114,1226810,1264314,1301818,1339624,1377912,1416731,1455833,1494693,1532622,1569094,1604060,1637635,1669625,1699862,1728340,1754935,1779953,1804339,1829330,1855852,1884238,1914414,1946351,1979882,2014866,2051339,2089315,2128507,2168573,2209197,2250260,2291661,2333201,2374636,2415766,2456456,2496655,2536346,2575556,2614316,2652576,2690295,2727485,2764200,2800433,2836201,2871485,2906315,2940691,2974633,3008144,3041200,3073802,3105935,3137601,3168771,3199418,3229517,3259013,3287868,3316051,3343538,3370292,3396262,3421404,3445682,3469099,3491627,3513250,3533966,3553754,3572621,3590561,3607581,3623686,3638884,3653198,3666648,3679278,3691108,3702169,3712492,3722108,3731067,3739405,3747155,3754339,3760996,3767141,3772825,3778051,3782845,3787205,3791135,3794632,3797715,3800377,3802605,3804412,3805764,3806675,3807143,3807171,3806742,3805860,3804523,3802727,3800503,3797852,3794780,3791303,3787444,3783201,3778587,3773608
Brazil,BRA,72207554,74351763,76573248,78854019,81168654,83498020,85837799,88191378,90557064,92935072,95326793,97728961,100143598,102584278,105069367,107612100,110213082,112867867,115577669,118342626,121159761,124030908,126947365,129882321,132800684,135676281,138499464,141273488,144001542,146691981,149352145,151976577,154564278,157132682,159705123,162296612,164913306,167545164,170170640,172759243,175287587,177750670,180151021,182482149,184738458,186917361,189012412,191026637,192979029,194895996,196796269,198686688,200560983,202408632,204213133,205962108,207652865,209288278,210867954,212392717,213863046,215277900,216635951,217937210,219181979,220370552,221502809,222578675,223598520,224562876,225472214,226326815,227126881,227872682,228564481,229202582,229787484,230319644,230799257,231226480,231601656,231925066,232197512,232420421,232595537,232724279,232807383,232845132,232837778,232785372,232688044,232546318,232360630,232130794,231856495,231537607,231174505,230767874,230318313,229826557,229293394,228719635,228106117,227453767,226763549,226036562,225274022,224477271,223647626,222786472,221895313,220975620,220029170,219058271,218065474,217053157,216023301,214977583,213917826,212845730,211763066,210671502,209572940,208469616,207363924,206257958,205153327,204051317,202953330,201860677,200774505,199695832,198625505,197564243,196512641,195471145,194440109,193419744,192410139,191411294,190423052
British Virgin Islands,VGB,8033,8155,8298,8452,8627,8814,9007,9218,9424,9621,9803,9970,10125,10264,10379,10476,10543,10591,10662,10792,11002,11315,11712,12188,12731,13304,13938,14589,15266,15900,16461,16934,17344,17703,18052,18427,18833,19270,19722,20188,20645,21085,21529,22000,22541,23168,23905,24731,25604,26447,27224,27901,28509,29056,29588,30113,30661,31196,31719,32206,32634,33006,33322,33603,33861,34115,34365,34606,34846,35075,35287,35490,35676,35855,36023,36186,36330,36469,36595,36720,36829,36933,37034,37128,37207,37287,37363,37426,37480,37532,37577,37618,37648,37665,37675,37683,37686,37685,37676,37657,37637,37611,37575,37542,37509,37467,37424,37382,37340,37296,37250,37204,37151,37103,37053,37008,36952,36896,36838,36778,36721,36663,36600,36534,36477,36410,36347,36280,36215,36154,36084,36020,35943,35877,35805,35737,35666,35588,35513,35443,35367
Brunei Darussalam,BRN,81745,85596,89516,93576,97848,102425,107316,112494,117950,123653,129583,135726,142073,148560,155109,161671,168224,174773,181257,187656,193949,200085,206128,212136,218227,224512,230972,237622,244458,251514,258785,266274,273963,281751,289525,297192,304699,312038,319222,326289,333241,340117,346867,353389,359523,365158,370250,374864,379252,383772,388662,394013,399748,405716,411704,417542,423196,428697,434076,439336,444519,449613,454592,459448,464176,468771,473231,477556,481742,485774,489666,493412,496991,500435,503716,506838,509810,512631,515306,517829,520202,522457,524557,526531,528383,530096,531681,533142,534479,535674,536723,537632,538404,539029,539509,539860,540064,540139,540077,539889,539575,539145,538593,537937,537179,536327,535379,534354,533249,532081,530850,529564,528229,526862,525463,524038,522594,521130,519660,518176,516681,515189,513696,512201,510697,509197,507706,506203,504701,503209,501707,500204,498704,497200,495692,494185,492675,491167,489646,488135,486608
Bulgaria,BGR,7867374,7943118,8012946,8078145,8144340,8204168,8258057,8310226,8369603,8434172,8489574,8536395,8576200,8620967,8678745,8720742,8758599,8804183,8814032,8825940,8861535,8891117,8917457,8939738,8960679,8960547,8958171,8971359,8981446,8876972,8718289,8632367,8540164,8472313,8443591,8406067,8362826,8312068,8256786,8210624,8170172,8009142,7837161,7775327,7716860,7658972,7601022,7545338,7492561,7444443,7395599,7348328,7305888,7265115,7223938,7177991,7127822,7075991,7036848,6988739,6940527,6892210,6843583,6794495,6744760,6694229,6642909,6590868,6538137,6484770,6430847,6376395,6321526,6266489,6211611,6157135,6103183,6049788,5997076,5945164,5894132,5844039,5794882,5746569,5698961,5651925,5605435,5559473,5513950,5468779,5423867,5379183,5334697,5290342,5246053,5201794,5157553,5113351,5069191,5025108,4981147,4937332,4893731,4850462,4807686,4765543,4724106,4683418,4643597,4604764,4567025,4530423,4495000,4460763,4427726,4395878,4365232,4335773,4307482,4280322,4254229,4229196,4205142,4182009,4159720,4138177,4117321,4097078,4077344,4057958,4038814,4019828,4000953,3982155,3963418,3944705,3925994,3907228,3888357,3869301,3849979
Burkina Faso,BFA,4829288,4894580,4960326,5027821,5098890,5174870,5256363,5343019,5434041,5528174,5624600,5723381,5825173,5930483,6040041,6154545,6274037,6398935,6530819,6671656,6822843,6985160,7158255,7340905,7531242,7727907,7930694,8140073,8356305,8579823,8811034,9050084,9297113,9552476,9816588,10089878,10372745,10665546,10968724,11282701,11607942,11944587,12293100,12654621,13030569,13421930,13829177,14252021,14689726,15141099,15605217,16081904,16571216,17072723,17585977,18110624,18646433,19193382,19751651,20321560,20903345,21496961,22102342,22719682,23349262,23991225,24645549,25312044,25990540,26680772,27382488,28095447,28819358,29553841,30298440,31052714,31816280,32588733,33369534,34158075,34953797,35756300,36565204,37379889,38199768,39024308,39853032,40685652,41522143,42362617,43207053,44055230,44906697,45760920,46617273,47475204,48334320,49194359,50055102,50916382,51778001,52639580,53500714,54361074,55220315,56078054,56933922,57787460,58638114,59485278,60328379,61166972,62000608,62828769,63650944,64466612,65275320,66076640,66870222,67655758,68432881,69201314,69960617,70710255,71449584,72178105,72895435,73601435,74296081,74979473,75651639,76312509,76961876,77599489,78225114,78838567,79439752,80028640,80605325,81169984,81722867
Burundi,BDI,2786106,2839666,2893669,2949926,3010859,3077876,3152723,3234023,3316233,3391753,3455606,3505391,3544047,3578490,3618585,3671494,3739659,3821194,3913768,4013310,4116817,4223195,4333386,4448728,4571292,4702066,4841565,4987736,5135956,5280024,5415415,5542048,5661139,5771398,5871607,5962058,6041112,6112097,6186352,6278940,6400706,6555829,6741569,6953113,7182451,7423289,7675338,7939573,8212264,8489031,8766930,9043508,9319710,9600186,9891790,10199270,10524117,10864245,11216450,11575964,11939227,12305457,12675470,13049303,13427343,13810006,14197139,14588733,14985535,15388616,15798849,16216487,16641716,17075250,17517888,17970195,18432401,18904397,19386058,19877068,20377076,20885948,21403341,21928513,22460525,22998539,23542141,24090950,24644319,25201545,25762044,26325440,26891487,27459946,28030640,28603449,29178168,29754726,30333360,30914416,31498166,32084542,32673443,33265055,33859597,34457167,35057683,35660871,36266362,36873658,37482273,38091884,38702163,39312593,39922636,40531733,41139567,41745726,42349552,42950318,43547409,44140408,44729141,45313611,45894024,46470435,47042722,47610615,48173867,48732199,49285379,49833248,50375719,50912730,51444249,51970231,52490599,53005252,53514070,54016906,54513584
Cabo Verde,CPV,202310,205956,210867,216908,223846,231428,239770,248747,257509,264909,270198,272992,273651,273005,272292,272423,273652,275767,278739,282415,286657,291602,297285,303368,309397,315069,320183,324893,329671,335184,341883,349934,359090,369014,379156,389127,398773,408175,417323,426285,435079,443716,452106,460147,467664,474567,480795,486438,491723,496963,502384,508067,513979,520106,526437,532913,539560,546388,553335,560349,567348,574312,581247,588146,595016,601854,608651,615385,622042,628608,635072,641408,647630,653712,659663,665467,671121,676628,681976,687170,692212,697101,701821,706387,710805,715082,719211,723188,727022,730694,734199,737529,740697,743704,746529,749193,751689,754013,756160,758131,759914,761513,762933,764161,765196,766042,766696,767151,767424,767501,767399,767116,766651,766026,765241,764313,763247,762056,760738,759311,757775,756141,754415,752607,750723,748776,746771,744706,742595,740432,738220,735964,733674,731338,728977,726569,724139,721675,719184,716658,714086
Cambodia,KHM,5722370,5873015,6028551,6183747,6331583,6467197,6584766,6685321,6778723,6879184,6994848,7137749,7300152,7447285,7531424,7522593,7402873,7194279,6955566,6768724,6692107,6748193,6918101,7168236,7446019,7712978,7958976,8196037,8433798,8689152,8973342,9286976,9621504,9968275,10315376,10653558,10980273,11295880,11597739,11883636,12152354,12402473,12634729,12853124,13063377,13270201,13474489,13676693,13880509,14090208,14308740,14537886,14776866,15022692,15270790,15517635,15762370,16005373,16245729,16482646,16715508,16943711,17166941,17385301,17599113,17808685,18013910,18214806,18411936,18606102,18797878,18987419,19174678,19359792,19542826,19723795,19902725,20079472,20253651,20424780,20592416,20756393,20916573,21072481,21223615,21369568,21510112,21645224,21774972,21899525,22019028,22133468,22242808,22347095,22446452,22540932,22630596,22715466,22795622,22871178,22942211,23008804,23070929,23128512,23181467,23229699,23273276,23312223,23346517,23376078,23400907,23421060,23436678,23447948,23455133,23458459,23458084,23454169,23446947,23436682,23423623,23407890,23389639,23369180,23346825,23322830,23297343,23270385,23241850,23211529,23179296,23145086,23108935,23070925,23031150,22989635,22946354,22901209,22854038,22804616,22752616
Cameroon,CMR,5176268,5285231,5399922,5520332,5646316,5777834,5915123,6058539,6208282,6364569,6527635,6697745,6875228,7060603,7254468,7457362,7669445,7890969,8122529,8364835,8618354,8883016,9158566,9445003,9742263,10050023,10368300,10696274,11031817,11372160,11715218,12060729,12408931,12758881,13109660,13460994,13812472,14165423,14523570,14891891,15274234,15671927,16084886,16513822,16959081,17420795,17899562,18395389,18907008,19432541,19970495,20520447,21082383,21655715,22239904,22834522,23439189,24053727,24678234,25312993,25958184,26613765,27279608,27955755,28642234,29339083,30046222,30763659,31491572,32230190,32979644,33739916,34510776,35291925,36083001,36883632,37693541,38512499,39340228,40176449,41020839,41873089,42732805,43599435,44472363,45351038,46235002,47123910,48017458,48915384,49817390,50723131,51632155,52543939,53457903,54373521,55290408,56208250,57126770,58045717,58964821,59883731,60802097,61719785,62636676,63552600,64467271,65380248,66291024,67198981,68103572,69004372,69900995,70793059,71680176,72561962,73437976,74307767,75170910,76026948,76875451,77716020,78548205,79371483,80185271,80989049,81782453,82565122,83336723,84096882,84845301,85581715,86305887,87017602,87716726,88403106,89076611,89737171,90384702,91019170,91640537
Canada,CAN,17909009,18271000,18614000,18964000,19325000,19678000,20048000,20412000,20744000,21028000,21324000,21645535,21993631,22369408,22774087,23209000,23518000,23796000,24036000,24277000,24593000,24900000,25202000,25456000,25702000,25942000,26204000,26550000,26895000,27379000,27791000,28171682,28519597,28833410,29111906,29354000,29671900,29987200,30247900,30499200,30769700,31081900,31362000,31676000,31995000,32312000,32570505,32887928,33245773,33628571,34005274,34342780,34750545,35152370,35535348,35832513,36264604,36708083,36953765,37279811,37603205,37924162,38242226,38556901,38867347,39172922,39473509,39768996,40058684,40341729,40617535,40885845,41146793,41400585,41647652,41888356,42122835,42351232,42573987,42791656,43004685,43213307,43417729,43618491,43816206,44011310,44204258,44395028,44583147,44767833,44948602,45125391,45298656,45469060,45637507,45804729,45970922,46136128,46300685,46464936,46629079,46793233,46957330,47121208,47284623,47447273,47609126,47769972,47929183,48085970,48239730,48390182,48537300,48681080,48821613,48958954,49093101,49223994,49351631,49476023,49597228,49715305,49830384,49942755,50052774,50160738,50266795,50371039,50473708,50575053,50675266,50774464,50872699,50969976,51066274,51161563,51255813,51348999,51441096,51532103,51621993
Cayman Islands,CYM,7865,8026,8146,8227,8298,8369,8441,8521,8631,8827,9144,9581,10136,10784,11498,12244,13022,13841,14661,15444,16162,16789,17356,17906,18543,19313,20251,21339,22538,23776,25010,26213,27404,28646,30055,31672,33536,35597,37740,39808,41687,43316,44738,46028,47299,48622,50031,51483,52926,54279,55507,56579,57523,58371,59172,59963,60765,61559,62348,63129,63890,64643,65393,66135,66872,67599,68311,69014,69703,70384,71059,71713,72355,72987,73607,74215,74804,75373,75939,76480,77006,77510,78009,78491,78956,79401,79842,80270,80689,81097,81488,81875,82250,82617,82988,83351,83716,84083,84456,84830,85209,85596,85987,86385,86785,87195,87615,88037,88465,88897,89319,89742,90171,90592,91009,91418,91825,92224,92619,93002,93369,93736,94088,94433,94772,95094,95414,95722,96018,96301,96583,96850,97109,97363,97611,97841,98068,98292,98505,98711,98901
Central African Republic,CAF,1503508,1529227,1556661,1585763,1616516,1648833,1682885,1718603,1755344,1792220,1828709,1864598,1900317,1936841,1975521,2017372,2062405,2110457,2162249,2218575,2279821,2346797,2418844,2493135,2565803,2634232,2696982,2755244,2812244,2872668,2939780,3014624,3095807,3181222,3267670,3352767,3435821,3517309,3597385,3676508,3754986,3832203,3907612,3981665,4055036,4127910,4201758,4275800,4345386,4404230,4448525,4476153,4490416,4499653,4515392,4546100,4594621,4659080,4737423,4825711,4920889,5022853,5132270,5247586,5366949,5488896,5612532,5737657,5864322,5992915,6123615,6256230,6390254,6525376,6661223,6797519,6934059,7070780,7207592,7344487,7481447,7618398,7755269,7892097,8028923,8165788,8302674,8439545,8576467,8713528,8850780,8988184,9125699,9263238,9400708,9538009,9675075,9811807,9948080,10083725,10218599,10352590,10485592,10617464,10748050,10877206,11004827,11130808,11255037,11377383,11497740,11616025,11732186,11846150,11957857,12067276,12174345,12279049,12381420,12481499,12579329,12674928,12768256,12859309,12948083,13034570,13118738,13200611,13280208,13357564,13432708,13505623,13576294,13644671,13710695,13774322,13835520,13894236,13950450,14004126,14055261
Chad,TCD,3001593,3060355,3121216,3183551,3246505,3309573,3372170,3434811,3499352,3568376,3643549,3726091,3815103,3907632,3999512,4087948,4172230,4253989,4335645,4420716,4512042,4610167,4715197,4829094,4954046,5091535,5243006,5408087,5584339,5768086,5956859,6150081,6349089,6555603,6772133,7000722,7241134,7493251,7759258,8041846,8342559,8663012,9001689,9353201,9710043,10067009,10421597,10775708,11133861,11502786,11887202,12288651,12705135,13133589,13569438,14009413,14452543,14899994,15353184,15814345,16285093,16765714,17255546,17754220,18261067,18775565,19297583,19827182,20364197,20908510,21459963,22018360,22583505,23155184,23733187,24317309,24907304,25502961,26103996,26710161,27321154,27936751,28556669,29180610,29808240,30439253,31073358,31710307,32349847,32991754,33635795,34281678,34929121,35577867,36227662,36878236,37529284,38180514,38831582,39482205,40132054,40780799,41428087,42073511,42716670,43357148,43994610,44628705,45258994,45885021,46506378,47122710,47733685,48339104,48938745,49532386,50119776,50700565,51274437,51841017,52399973,52951044,53494022,54028659,54554748,55072068,55580421,56079641,56569615,57050284,57521561,57983329,58435456,58877792,59310183,59732523,60144691,60546626,60938280,61319629,61690672
Channel Islands,CHI,109420,110399,111457,112595,113773,114995,116227,117474,118726,119972,121197,122413,123614,124725,125682,126415,126902,127183,127390,127692,128212,128981,129979,131156,132453,133808,135230,136716,138187,139530,140671,141568,142258,142819,143384,144046,144829,145715,146671,147687,148725,149793,150901,152038,153170,154294,155411,156513,157581,158603,159581,160497,161358,162180,162969,163758,164541,165314,166083,166828,167578,168304,169015,169724,170412,171080,171738,172376,173007,173606,174184,174741,175274,175791,176286,176743,177177,177593,177974,178324,178654,178945,179225,179477,179702,179906,180094,180262,180408,180529,180634,180711,180769,180811,180837,180851,180861,180862,180865,180853,180842,180828,180812,180793,180786,180766,180752,180741,180724,180718,180707,180706,180696,180684,180677,180660,180652,180635,180623,180601,180581,180563,180537,180513,180483,180452,180420,180383,180350,180308,180258,180212,180160,180103,180035,179969,179894,179813,179737,179648,179550
